,Name,Overview,Genres,Origin Country,Origin Country Detailed,Original Language,Original Language Detailed,Original Name,First Air Date,Year,Total Fans,Combined Average Score,TMDB Popularity,TMDB Users,TMDB Vote Average,Anilist Users,Anilist Average Score,Source Material,Is Adult,TMDB ID,Anilist ID
519,Hakata Tonkotsu Ramens,"Although the city of Fukuoka might look relatively peaceful at first glance, in actuality it houses a thriving mixture of dangerous individuals such as killers, detectives, and professional revenge seekers right beneath its surface. Among their number is Zenji Banba, a laidback and observant detective who is investigating the work of other hitmen companies in the area. However, Banba might not be the only one with a bone to pick with these organizations, as Xianming Ling, a crossdressing male hitman in the employ of one such company begins getting fed up with his lack of jobs and pay.

One day, after Ling's current target commits suicide before the hitman could reach him, his company refuses to pay him even half the amount they were originally supposed to for the assassination. Frustrated, Ling requests another mission and is offered the job of taking out Banba, whom his organization believes has been interfering with their business. However, when Banba arrives at his home and finds the hitman inside, Ling surprisingly doesn't even attempt to kill him. Instead, he offers the detective another option: to join him and form a team. With the offer on the table, exactly how will Banba respond, and just what plans does Ling have in store for the underground world of Fukuoka?","'Action', 'Mystery'",Japan Only,'Japan',Japanese,Japanese,åšå¤šè±šéª¨ãƒ©ãƒ¼ãƒ¡ãƒ³ã‚º,12/1/2018,2018,22571,70.9606752,9.111,14,7.6,22557,71,Light Novel,FALSE,76126,99483
520,HAKYU HOSHIN ENGI,"When his clan is wiped out by a beautiful demon, young Taikobo finds himself in charge of the mysterious Houshin Project. Its mission: find all immortals living in the human world and seal them away forever. But who do you trustâ€”and whose side are you really onâ€”when you've been trained to hunt demons by a demon?","'Adventure', 'Fantasy', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,è¦‡ç©¹ å°ç¥žæ¼”ç¾©,12/1/2018,2018,3329,42.95650345,6.077,4,6.8,3325,43,Manga,FALSE,75863,99727
521,After the Rain,"Akira Tachibana is a soft-spoken high school student who used to be a part of the track and field club but, due to an injury, she is no longer able to run as fast as she once could. Working part-time at a family restaurant as a recourse, she finds herself inexplicably falling love with her manager, a divorced 45-year-old man with a young son.

Despite the age gap, Akira wholeheartedly embraces his mannerisms and kind nature, which is seen as spinelessness by the other employees, and little by little, the two begin to understand each other. Although unable to explain why exactly she is attracted to him, Akira believes that a concrete reason is not needed to truly love someone. On a rainy day, she decides to finally tell her manager about how she feels...but just how will he react?","'Drama', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,æ‹ã¯é›¨ä¸ŠãŒã‚Šã®ã‚ˆã†ã«,12/1/2018,2018,5304,76.6341629,7.806,28,7.7,5276,77,Original,FALSE,75777,86639
522,Death March to the Parallel World Rhapsody,"29-year-old programmer Suzuki Ichirou finds himself transported into a fantasy RPG. Within the game, he's a 15-year-old named Satou. At first he thinks he's dreaming, but his experiences seem very real. Due to a powerful ability he possesses with limited use, he ends up wiping out an army of lizard men and becomes a high leveled adventurer. Satou decides to hide his level, and plans to live peacefully and meet new people. However, developments in the game's story, such as the return of a demon king, may cause a nuisance to Satou's plans.","'Adventure', 'Comedy', 'Fantasy', 'Romance'",Japan Only,'Japan',Japanese,Japanese,ãƒ‡ã‚¹ãƒžãƒ¼ãƒã‹ã‚‰ã¯ã˜ã¾ã‚‹ç•°ä¸–ç•Œç‹‚æƒ³æ›²,11/1/2018,2018,1653,67.27658802,19.801,146,8.2,1507,73,Original,FALSE,76122,86345
523,MÃ¤rchen MÃ¤dchen,"When the two girls meet, magic begins. Hazuki Kagimura loves stories, an orthodox girl who is overly imaginative. Because her relationship with her new family does not go well, the environment sends her toward the stories in which she spends her days. One day after school, Hazuki gets lost among the bookcases of the library, leading her to a mysterious school where meets Shizuka Tsuchimikado. It is a magic school where girls (called ""mÃ¤dchen"") are selected by the magical texts from which the world's stories are born. Hazuki herself is said to be chosen by the book of Cinderella. In order to become a true magician, Hazuki becomes friends with Shizuka and begins her new life at the school.",'Fantasy',Japan Only,'Japan',Japanese,Japanese,ãƒ¡ãƒ«ãƒ˜ãƒ³ãƒ»ãƒ¡ãƒ‰ãƒ˜ãƒ³,11/1/2018,2018,8469,49.97343252,4.243,5,5,8464,50,Light Novel,FALSE,75776,99720
524,Violet Evergarden,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memoir Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memoir Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.","'Drama', 'Fantasy', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ãƒ´ã‚¡ã‚¤ã‚ªãƒ¬ãƒƒãƒˆãƒ»ã‚¨ãƒ´ã‚¡ãƒ¼ã‚¬ãƒ¼ãƒ‡ãƒ³,11/1/2018,2018,191852,83.86969331,44.926,332,8.7,191520,84,Light Novel,FALSE,75214,21827
525,DameÃ—Prince Anime Caravan,"The story follows Ani, a princess from the minor nation of Inako. Ani is sent to the signing ceremony that will bring peace to the rival nations of Mildonia, a mighty military country, and Selenfaren, a powerful theocracy. Ani is supposed to help steer the signing ceremony along, but she runs into trouble when she encounters a handful of obstinate princes.","'Adventure', 'Comedy', 'Romance'",Japan Only,'Japan',Japanese,Japanese,ãƒ€ãƒ¡ãƒ—ãƒª ANIME CARAVAN,10/1/2018,2018,3735,59.95823293,4.483,3,8,3732,60,Visual Novel,FALSE,76120,99637
526,gdgd men's Party,"Light and Yomi are spending their daily lives happily playing video games. One night when everyone else is asleep, Light receives an invitation from Alpha, a messenger for someone named King. Light and Yomi are then sucked into another world, where they must undertake a quest to rescue Princess Melody from the demon lord. Light thinks this must be his destiny, while Yomi thinks it's kind of annoying. They form a party with Alpha to start their quest. Alpha as it turns out is an AI robot, and he has a program that allows them to raise their levels while slowly continuing their adventure.","'Adventure', 'Comedy', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,gdãƒ¡ãƒ³,9/1/2018,2018,717,54,0.864,0,0,717,54,Original,FALSE,76927,100527
527,Mameneko,"The daily life of a household that has two cats: Azuki and Daizu. Azuki and Daizu belong to an office worker in her 30s who loves cats. The owner lives with her father, mother, grandfather, and older brother, the latter of whom the cats call ""Megane"" (Glasses). Megane adopted a Shiba Inu dog named Mamenosuke after Mamenosuke's owner died. Mamenosuke grew up around cats so he actually thinks of himself as a cat.",'Slice of Life',Japan Only,'Japan',Japanese,Japanese,ã¾ã‚ã­,9/1/2018,2018,341,54,1.724,0,0,341,54,Manga,FALSE,76923,100871
528,Basilisk: The Ouka Ninja Scrolls,"The battle for succession that continued for three generations of shogun in the Keichou era culminated in a gruesome battle of ninja arts between the Kouga and Iga clans. Amidst a rain of flower petals, a man and woman who had decided to live for love were separated once again. As ninjas begin to disappear into the shadows after being deemed unnecessary, The Kouga and Iga clans ask a favor of Hachirou and Hibiki in hopes of reinforcing their foundations.","'Action', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ãƒã‚¸ãƒªã‚¹ã‚¯ ï½žæ¡œèŠ±å¿æ³•å¸–ï½ž,9/1/2018,2018,4810,49.86465696,10.058,15,6.6,4795,50,Others,FALSE,76061,99569
529,The Ryuo's Work is Never Done!,"The story is about a teenage boy who happens to be a shougi master. One day, a nine-year-old girl turns up at his house, requesting to be taken as his disciple. From there, all kinds of wacky hijinks ensue.","'Comedy', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ã‚Šã‚…ã†ãŠã†ã®ãŠã—ã”ã¨ï¼,9/1/2018,2018,286,73.43076923,8.62,22,6.6,264,79,Light Novel,FALSE,76141,87424
530,"Kokkoku, Moment by Moment","In order to save her brother and nephew who have been kidnapped by a mysterious religious group known as the Genuine Love Society, Juri and her family cast a spell using a stone hidden by her grandfather to enter the world of stopped time known as Stasis. However, when they infiltrate the kidnapper's base, they're met by other people who can also move about freely. With grotesque creatures lurking about, will they be able to escape the parallel world and return to their normal lives?!","'Action', 'Adventure', 'Drama', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,åˆ»åˆ»,7/1/2018,2018,590,68.27525424,6.915,16,6.4,574,70,,FALSE,76131,99159
531,Teasing Master Takagi-san,"""If you blush, you lose.""

Living by this principle, the middle schooler Nishikata gets constantly made fun of by his seat neighbor Takagi-san. With his pride shattered to pieces, he vows to turn the tables and get back at her someday. And so, he attempts to tease her day after day, only to find himself victim to Takagi-san's ridicule again sooner than later. Will he be able to make Takagi-san blush from embarrassment even once in the end?","'Comedy', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ã‹ã‚‰ã‹ã„ä¸Šæ‰‹ã®é«˜æœ¨ã•ã‚“,8/1/2018,2018,13404,78.84993286,36.232,215,8.3,13189,80,Original,FALSE,75865,85533
532,Cardcaptor Sakura: Clear Card,"Cardcaptor Sakura: Clear Card starts at the point where Cardcaptor Sakura ends, when Sakura Kinomoto starts junior high school alongside her friends, including her new boyfriend Syaoran, who had just returned to Tomoeda. After having a prophetic dream about a mysterious cloaked figure, all of the Sakura Cards turn blank and are rendered completely powerless, thus starting her quest to find out what is wrong. In doing so, Sakura and her friends, along with her guardians and protectors kerobearos and Yue, discover and capture the transparent cards using a new and much stronger mystical key and incantation.","'Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'",Japan Only,'Japan',Japanese,Japanese,ã‚«ãƒ¼ãƒ‰ã‚­ãƒ£ãƒ—ã‚¿ãƒ¼ã•ãã‚‰ ã‚¯ãƒªã‚¢ã‚«ãƒ¼ãƒ‰ç·¨,7/1/2018,2018,2574,81.91456876,8.182,3,8.7,2571,82,Original,FALSE,106052,87296
533,Pop Team Epic,"Crude, rude, and a littleâ€¦cute? Get ready for the larger-than-life attitude of Popuko and Pipimi, the small and tall stars of Pop Team Epic! Based off the bizarre four-panel webcomic by Bukubu Okawa comes a comedy thatâ€™ll throw you off with its out-there jokes and intense absurdity. You think youâ€™re ready for these girls? Think again, F#%**er!",'Comedy',Japan Only,'Japan',Japanese,Japanese,ãƒãƒ—ãƒ†ãƒ”ãƒ”ãƒƒã‚¯,7/1/2018,2018,2782,72.54856219,12.41,19,6.9,2763,73,Original,FALSE,76139,87005
534,Mitsuboshi Colors,"Residing within Tokyoâ€™s district of Ueno are the Colors, three individuals who protect their city by performing good deeds and aiding their community. Or, at the very least, they pretend to be the cityâ€™s defenders. In reality, the Colors are just three young girls who spend their time playing make-believe and exploring the city. The Colorsâ€™ activities are facilitated by the grandfatherly Daigorou ""Pops"" Kujiraoka, who uses his storeâ€™s inventory of knick-knacks to entertain the rambunctious trio.

Not everyone is a fan of the Colors though. The local policeman Saitou just wants to deal with his regular duties, but he often finds himself the target of the Colorsâ€™ attention, having been made the villain in most of their fantasies. But despite his personal feelings, Saitou always finds the time to go along with the three girlsâ€™ games. Even though the Colors do not actually defend Ueno, they definitely help brighten everyoneâ€™s day.","'Comedy', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ä¸‰ãƒ„æ˜Ÿã‚«ãƒ©ãƒ¼ã‚º,7/1/2018,2018,1524,75.68353018,9.523,7,7.1,1517,76,,FALSE,76134,87132
535,School Babysitters,"After losing both parents in a fatal plane crash, teenager Ryuuichi Kashima must adjust to his new life as the guardian of his younger brother Kotarou. Although Ryuuichi is able to maintain a friendly and kindhearted demeanor, Kotarou is a reserved toddler still too young to understand the reality of the situation. At their parents' funeral, they are approached by Youko Morinomiya, the stern chairman of an elite academy, who decides to take them under her care.

However, there is one condition Ryuuichi must fulfill in exchange for a roof over their heads and enrolment in the schoolâ€”he must become the school's babysitter. In an effort to support the female teachers at the academy, a babysitter's club was established to look after their infant children; unfortunately, the club is severely short-staffed, so now not only is Ryuuichi responsible for his little brother, but also a handful of toddlers who possess dynamic personalities.","'Comedy', 'Drama', 'Romance'",Japan Only,'Japan',Japanese,Japanese,å­¦åœ’ãƒ™ãƒ“ãƒ¼ã‚·ãƒƒã‚¿ãƒ¼ã‚º,7/1/2018,2018,2933,81.66757586,26.121,13,7,2920,82,Original,FALSE,76124,46922
